x,y,Prediction,Target,Hits,Hits Labeled
80.976875,3.7631369,2,2,1,Correct Predictions
-25.330242,50.269424,1,1,1,Correct Predictions
55.722755,77.43798,3,3,1,Correct Predictions
75.50638,68.29973,3,3,1,Correct Predictions
-7.124182,-34.503807,4,4,1,Correct Predictions
-16.238413,-81.16422,4,4,1,Correct Predictions
-49.922733,36.142082,1,1,1,Correct Predictions
60.80496,38.087612,3,3,1,Correct Predictions
48.327274,-68.14178,3,3,1,Correct Predictions
7.211279,-69.368774,2,2,1,Correct Predictions
-34.637676,-20.99598,4,4,1,Correct Predictions
-16.336473,-16.533844,2,2,1,Correct Predictions
39.41426,-25.650354,2,2,1,Correct Predictions
-78.340996,34.915108,1,1,1,Correct Predictions
92.10361,-21.66291,2,2,1,Correct Predictions
-19.72133,3.1417298,1,1,1,Correct Predictions
-32.16993,15.906255,1,1,1,Correct Predictions
77.4185,61.80155,3,3,1,Correct Predictions
50.877842,-13.929767,2,2,1,Correct Predictions
-16.97058,1.5493205,1,4,0,Incorrect Predictions
23.312195,-29.365923,2,2,1,Correct Predictions
22.989693,-19.692095,2,2,1,Correct Predictions
-25.833204,-66.13447,4,4,1,Correct Predictions
81.43778,-7.9932837,2,2,1,Correct Predictions
-22.63049,53.77275,1,1,1,Correct Predictions
-36.595234,-88.33794,4,4,1,Correct Predictions
-73.4425,-51.467358,4,4,1,Correct Predictions
-10.4021435,21.818743,2,2,1,Correct Predictions
30.543205,-19.00828,3,3,1,Correct Predictions
-54.61784,35.554123,1,1,1,Correct Predictions
52.609314,22.016716,3,3,1,Correct Predictions
-2.3670352,-73.3303,4,4,1,Correct Predictions
92.53876,-21.685863,2,2,1,Correct Predictions
-9.34853,-65.218956,4,4,1,Correct Predictions
13.726927,85.92626,3,3,1,Correct Predictions
-43.04431,-89.337395,4,4,1,Correct Predictions
-24.96445,-65.46082,4,4,1,Correct Predictions
51.040775,1.1304195,2,2,1,Correct Predictions
-12.127397,87.14161,3,3,1,Correct Predictions
20.580923,9.247434,2,2,1,Correct Predictions
-3.764863,38.857376,2,2,1,Correct Predictions
-25.91551,-70.98249,2,2,1,Correct Predictions
38.34136,34.058548,2,3,0,Incorrect Predictions
-29.458931,-79.39505,4,4,1,Correct Predictions
85.07595,-44.439518,2,2,1,Correct Predictions
-32.78854,-64.31077,2,2,1,Correct Predictions
-45.862038,5.0464277,1,1,1,Correct Predictions
54.51179,-24.016672,2,2,1,Correct Predictions
-35.61927,16.808754,1,1,1,Correct Predictions
85.00783,-39.771935,2,2,1,Correct Predictions
-23.852867,-27.428917,4,4,1,Correct Predictions
-41.639183,-10.263346,3,3,1,Correct Predictions
-90.83237,18.777618,1,1,1,Correct Predictions
52.106422,2.3683398,2,2,1,Correct Predictions
-33.68129,21.664059,1,1,1,Correct Predictions
63.67432,77.67399,3,3,1,Correct Predictions
-22.140741,-42.591278,4,2,0,Incorrect Predictions
2.0638425,-17.082111,2,2,1,Correct Predictions
-73.94841,-23.058956,3,3,1,Correct Predictions
-17.340899,-83.97258,4,4,1,Correct Predictions
60.239365,-39.939636,2,2,1,Correct Predictions
67.46256,26.5601,3,3,1,Correct Predictions
-34.632393,-71.06452,4,4,1,Correct Predictions
-40.55516,68.7863,1,1,1,Correct Predictions
-45.541737,60.0754,1,1,1,Correct Predictions
-9.199918,-52.71272,3,3,1,Correct Predictions
-32.31951,-51.442356,4,4,1,Correct Predictions
-42.651028,24.180891,1,1,1,Correct Predictions
-23.163414,1.2807267,1,1,1,Correct Predictions
-11.505011,-95.63348,4,4,1,Correct Predictions
40.1516,11.0419655,2,2,1,Correct Predictions
72.31505,49.895985,3,3,1,Correct Predictions
-21.616405,-42.674416,4,4,1,Correct Predictions
-39.08649,49.499622,1,1,1,Correct Predictions
-26.23329,92.543686,3,3,1,Correct Predictions
27.585005,-42.253323,2,2,1,Correct Predictions
71.55425,-34.254696,2,2,1,Correct Predictions
-43.207985,-41.9968,4,4,1,Correct Predictions
52.535374,-12.573269,2,2,1,Correct Predictions
5.2095537,23.049894,1,1,1,Correct Predictions
-57.0894,-63.287006,4,4,1,Correct Predictions
27.236807,-87.54444,2,3,0,Incorrect Predictions
-0.8960522,-74.715866,4,4,1,Correct Predictions
46.666473,44.806454,3,3,1,Correct Predictions
66.28055,36.681053,3,3,1,Correct Predictions
-61.631413,77.475296,1,1,1,Correct Predictions
-15.498761,-13.2022295,2,2,1,Correct Predictions
1.5177406,-7.950452,3,4,0,Incorrect Predictions
28.098667,-91.138,3,3,1,Correct Predictions
73.73522,-27.66632,2,2,1,Correct Predictions
-18.595749,17.429598,1,4,0,Incorrect Predictions
-31.901863,55.330383,1,1,1,Correct Predictions
1.9521916,80.882065,3,3,1,Correct Predictions
2.9724855,-80.302765,4,4,1,Correct Predictions
-45.685894,28.32276,1,1,1,Correct Predictions
-80.71727,-11.961681,3,3,1,Correct Predictions
-37.707726,-30.109375,4,4,1,Correct Predictions
-27.600311,-22.101892,3,3,1,Correct Predictions
-55.90835,-31.3552,4,4,1,Correct Predictions
86.42378,41.530415,3,3,1,Correct Predictions
-7.751055,20.125553,2,2,1,Correct Predictions
2.812394,60.589188,3,3,1,Correct Predictions
-16.00448,-46.69712,4,4,1,Correct Predictions
-62.856052,-2.9546223,3,3,1,Correct Predictions
-89.98942,47.713127,1,1,1,Correct Predictions
-72.51969,-39.200546,4,4,1,Correct Predictions
11.920041,1.7072732,3,3,1,Correct Predictions
-57.367085,38.932995,1,1,1,Correct Predictions
-0.9953552,-56.68699,2,2,1,Correct Predictions
68.36437,73.32789,3,3,1,Correct Predictions
92.25819,-19.382816,2,2,1,Correct Predictions
-50.37049,12.735168,1,1,1,Correct Predictions
-49.21302,-16.60701,4,4,1,Correct Predictions
34.575195,-6.289025,3,3,1,Correct Predictions
-20.573563,82.81287,3,3,1,Correct Predictions
10.41641,14.027548,3,3,1,Correct Predictions
-44.480988,60.882587,1,1,1,Correct Predictions
49.319515,-73.52041,3,3,1,Correct Predictions
-74.33935,-14.668126,3,3,1,Correct Predictions
-6.1737356,43.67477,3,3,1,Correct Predictions
-2.3437245,-79.50243,4,4,1,Correct Predictions
38.65477,12.010577,2,4,0,Incorrect Predictions
-22.802692,-1.0764911,1,1,1,Correct Predictions
-39.944817,-96.166245,4,4,1,Correct Predictions
26.116795,65.76342,3,3,1,Correct Predictions
64.93426,26.580256,3,3,1,Correct Predictions
-55.14793,78.142586,1,1,1,Correct Predictions
-56.068623,-55.57183,4,4,1,Correct Predictions
-12.4503765,-29.625345,4,4,1,Correct Predictions
-64.02502,26.968172,1,1,1,Correct Predictions
31.190132,-81.91924,3,3,1,Correct Predictions
84.55189,-40.261887,2,2,1,Correct Predictions
28.163683,102.51335,4,4,1,Correct Predictions
50.98978,1.1392455,2,2,1,Correct Predictions
-10.088986,60.078453,3,3,1,Correct Predictions
66.0562,45.424183,3,3,1,Correct Predictions
-85.30871,-44.02666,4,4,1,Correct Predictions
-82.591705,-44.484756,4,4,1,Correct Predictions
27.319157,-42.005554,2,2,1,Correct Predictions
64.25066,-60.202606,2,2,1,Correct Predictions
67.69022,1.1735562,2,2,1,Correct Predictions
-49.68528,-11.7794695,3,3,1,Correct Predictions
28.157465,30.388731,3,3,1,Correct Predictions
-33.16337,-74.78383,4,4,1,Correct Predictions
-30.508142,-71.907265,4,4,1,Correct Predictions
-56.898304,58.213665,1,1,1,Correct Predictions
-18.679832,41.858524,1,1,1,Correct Predictions
-12.026686,22.78991,2,4,0,Incorrect Predictions
-65.207245,8.851927,1,1,1,Correct Predictions
56.579655,-31.828836,2,2,1,Correct Predictions
13.832559,28.61594,3,3,1,Correct Predictions
-61.10802,-9.70832,3,3,1,Correct Predictions
-53.002777,-42.448174,4,4,1,Correct Predictions
70.407425,-31.8669,2,2,1,Correct Predictions
-99.742134,-16.797121,4,4,1,Correct Predictions
45.012856,30.007069,3,3,1,Correct Predictions
4.0695443,-12.317122,2,2,1,Correct Predictions
24.68842,16.031944,3,3,1,Correct Predictions
-38.715446,-54.963062,4,4,1,Correct Predictions
-78.32734,59.131504,1,1,1,Correct Predictions
5.414702,29.40823,2,2,1,Correct Predictions
65.97805,67.6759,3,3,1,Correct Predictions
-25.668556,-42.04393,4,1,0,Incorrect Predictions
-74.0044,38.679005,1,1,1,Correct Predictions
-24.87904,-87.94212,4,4,1,Correct Predictions
-46.924145,45.413433,1,1,1,Correct Predictions
-13.612034,22.085073,4,4,1,Correct Predictions
-5.2734275,34.44683,3,3,1,Correct Predictions
3.077421,68.75078,3,3,1,Correct Predictions
-85.33511,37.712257,1,1,1,Correct Predictions
15.262583,40.414127,3,3,1,Correct Predictions
-63.51886,26.942429,1,1,1,Correct Predictions
34.70535,7.8970017,2,2,1,Correct Predictions
-32.00813,-38.36612,4,4,1,Correct Predictions
4.6892447,-13.38255,2,2,1,Correct Predictions
-87.581856,47.456833,1,1,1,Correct Predictions
37.321896,-30.79728,3,3,1,Correct Predictions
-6.529473,-18.912584,2,2,1,Correct Predictions
-46.56463,18.193369,1,1,1,Correct Predictions
1.7458777,-65.99925,2,2,1,Correct Predictions
60.931885,68.83712,3,3,1,Correct Predictions
-56.21371,43.243633,1,1,1,Correct Predictions
63.28407,74.6397,3,3,1,Correct Predictions
25.728716,-87.1592,2,3,0,Incorrect Predictions
5.162906,42.526497,3,3,1,Correct Predictions
35.068806,-10.669269,2,3,0,Incorrect Predictions
-89.82658,9.380393,1,1,1,Correct Predictions
46.942,-67.418144,2,2,1,Correct Predictions
-11.173587,61.39983,3,3,1,Correct Predictions
89.63442,43.95746,3,3,1,Correct Predictions
13.326459,59.43073,3,3,1,Correct Predictions
-13.934662,-62.77995,4,4,1,Correct Predictions
85.91732,-34.77257,2,2,1,Correct Predictions
-17.244125,-46.225452,4,4,1,Correct Predictions
27.834488,52.022865,3,3,1,Correct Predictions
49.023956,76.11993,3,3,1,Correct Predictions
-12.584844,-71.397255,4,4,1,Correct Predictions
24.050524,-29.648645,2,3,0,Incorrect Predictions
19.169153,-2.7356527,2,2,1,Correct Predictions
87.319016,-42.87413,2,2,1,Correct Predictions
89.74945,39.949055,3,3,1,Correct Predictions
21.256386,-15.441137,2,2,1,Correct Predictions
-7.161256,62.964706,3,3,1,Correct Predictions
-36.90939,-12.510645,3,3,1,Correct Predictions
56.910873,-27.932547,2,2,1,Correct Predictions
-11.228018,-33.79898,3,3,1,Correct Predictions
5.884105,40.204536,3,3,1,Correct Predictions
-22.039728,-37.46503,4,4,1,Correct Predictions
43.086403,47.642254,3,3,1,Correct Predictions
46.236614,-66.81415,2,2,1,Correct Predictions
8.091646,-23.180883,2,2,1,Correct Predictions
-91.79188,-9.485623,3,3,1,Correct Predictions
72.50791,69.04995,3,3,1,Correct Predictions
44.390205,-66.512375,2,2,1,Correct Predictions
76.07826,42.610126,3,3,1,Correct Predictions
-67.247406,-81.99955,4,4,1,Correct Predictions
-32.864555,58.707954,1,1,1,Correct Predictions
85.43322,-33.341198,2,2,1,Correct Predictions
-26.2482,31.583946,1,1,1,Correct Predictions
44.858315,-52.78683,2,2,1,Correct Predictions
23.855944,2.4999447,2,3,0,Incorrect Predictions
-62.84981,41.041817,1,1,1,Correct Predictions
43.206795,-23.167456,2,2,1,Correct Predictions
66.0778,-16.11724,2,1,0,Incorrect Predictions
-87.106224,-27.036495,4,4,1,Correct Predictions
-46.00004,-26.773182,4,4,1,Correct Predictions
63.028378,-47.73396,2,2,1,Correct Predictions
39.07529,58.794674,3,2,0,Incorrect Predictions
-34.06445,36.57947,1,1,1,Correct Predictions
-40.17757,60.734802,1,3,0,Incorrect Predictions
71.25238,-25.796307,2,2,1,Correct Predictions
-32.0512,10.586189,1,1,1,Correct Predictions
-53.748875,-28.525522,2,2,1,Correct Predictions
18.937052,47.1178,3,3,1,Correct Predictions
-18.934845,30.476128,1,2,0,Incorrect Predictions
2.981543,59.780037,2,2,1,Correct Predictions
-38.769825,5.8066707,1,1,1,Correct Predictions
-32.30363,-73.17077,4,4,1,Correct Predictions
-92.007996,34.671017,1,1,1,Correct Predictions
-37.97721,-30.075441,4,4,1,Correct Predictions
46.891373,43.702396,3,3,1,Correct Predictions
45.125854,-26.956945,2,2,1,Correct Predictions
-85.56164,47.134262,1,1,1,Correct Predictions
-37.38496,-24.873047,4,4,1,Correct Predictions
42.01373,72.927376,3,3,1,Correct Predictions
-73.14751,55.16091,1,1,1,Correct Predictions
-15.539121,-47.862495,4,4,1,Correct Predictions
29.501177,22.959127,3,3,1,Correct Predictions
24.70702,-61.271004,2,2,1,Correct Predictions
64.061295,-60.750767,2,2,1,Correct Predictions
2.7906137,-80.59575,4,4,1,Correct Predictions
-61.43806,44.729553,1,1,1,Correct Predictions
13.22275,38.140347,2,2,1,Correct Predictions
8.747274,-26.841705,3,3,1,Correct Predictions
-68.55102,54.7645,1,1,1,Correct Predictions
78.204666,-16.418278,2,2,1,Correct Predictions
-58.426445,-3.3523834,3,3,1,Correct Predictions
-37.97607,66.371185,1,1,1,Correct Predictions
74.5156,-9.533396,2,2,1,Correct Predictions
-3.8569183,-56.07335,4,3,0,Incorrect Predictions
10.409908,-92.056015,4,4,1,Correct Predictions
33.456055,-37.729866,2,2,1,Correct Predictions
7.4467425,11.3898115,3,3,1,Correct Predictions
75.262344,-8.038757,2,2,1,Correct Predictions
43.682358,-67.300255,2,2,1,Correct Predictions
-3.7698853,82.59664,3,3,1,Correct Predictions
-33.846764,-86.79988,4,4,1,Correct Predictions
5.6781487,-93.44662,4,4,1,Correct Predictions
78.67698,5.8702745,2,3,0,Incorrect Predictions
-25.437075,-39.391216,4,4,1,Correct Predictions
-7.338261,-37.61951,1,1,1,Correct Predictions
74.38871,-26.757038,2,2,1,Correct Predictions
38.73558,6.347976,2,2,1,Correct Predictions
-52.366898,10.916839,1,1,1,Correct Predictions
-48.30358,-21.105682,4,4,1,Correct Predictions
19.807076,33.239124,3,2,0,Incorrect Predictions
47.28862,9.553967,2,2,1,Correct Predictions
-69.355835,55.88633,1,1,1,Correct Predictions
-11.321486,11.264501,2,2,1,Correct Predictions
16.819525,11.025305,2,2,1,Correct Predictions
30.45763,23.646797,3,2,0,Incorrect Predictions
-37.15222,-50.07593,4,4,1,Correct Predictions
-23.11123,1.1393166,1,1,1,Correct Predictions
-35.969727,-3.3088279,2,2,1,Correct Predictions
24.616365,-51.64131,3,3,1,Correct Predictions
62.24418,-60.49458,2,2,1,Correct Predictions
31.37882,70.14808,3,3,1,Correct Predictions
2.2738824,-80.877815,4,4,1,Correct Predictions
18.20753,49.434044,3,3,1,Correct Predictions
-50.005836,24.11742,1,1,1,Correct Predictions
-62.84716,-11.626224,3,1,0,Incorrect Predictions
31.06997,23.06471,2,2,1,Correct Predictions
29.959959,41.130253,2,2,1,Correct Predictions
-17.117863,-83.57103,4,4,1,Correct Predictions
52.529976,50.896122,3,3,1,Correct Predictions
76.3056,-33.310505,2,2,1,Correct Predictions
42.91395,36.1065,3,2,0,Incorrect Predictions
15.772941,64.5659,3,3,1,Correct Predictions
-82.34647,-48.263126,4,4,1,Correct Predictions
-47.242336,-74.77263,4,4,1,Correct Predictions
-1.4952365,-4.990967,2,2,1,Correct Predictions
73.51987,-12.27528,2,2,1,Correct Predictions
-30.0285,-45.216843,4,4,1,Correct Predictions
91.849396,-21.07852,2,2,1,Correct Predictions
24.777294,24.898209,3,3,1,Correct Predictions
15.390225,46.048397,3,4,0,Incorrect Predictions
-54.858295,17.941874,1,1,1,Correct Predictions
-3.1008031,-64.81632,2,2,1,Correct Predictions
43.84824,-52.572018,2,2,1,Correct Predictions
46.755707,-50.385647,2,2,1,Correct Predictions
-61.445312,-1.4368285,3,3,1,Correct Predictions
-69.68241,40.363552,1,1,1,Correct Predictions
-52.39788,-0.7295987,3,3,1,Correct Predictions
-77.798294,52.385902,1,1,1,Correct Predictions
49.035397,19.313534,3,3,1,Correct Predictions
-8.997219,42.253693,3,3,1,Correct Predictions
64.59949,43.358437,3,3,1,Correct Predictions
34.742924,-35.26026,2,1,0,Incorrect Predictions
-42.961575,45.23719,1,1,1,Correct Predictions
49.20637,-6.5889406,2,2,1,Correct Predictions
-66.354004,26.714924,1,1,1,Correct Predictions
37.474213,-30.657467,3,3,1,Correct Predictions
5.100783,10.021523,3,3,1,Correct Predictions
-44.371937,-73.42718,4,4,1,Correct Predictions
89.82401,40.156578,3,3,1,Correct Predictions
-73.62932,14.196007,1,1,1,Correct Predictions
38.6003,91.65102,3,3,1,Correct Predictions
-84.238,22.422554,1,1,1,Correct Predictions
-42.922703,37.261948,1,1,1,Correct Predictions
5.2643876,-20.806623,3,3,1,Correct Predictions
-36.75534,-80.84549,4,4,1,Correct Predictions
51.785976,-53.77471,2,2,1,Correct Predictions
69.469505,36.10222,3,3,1,Correct Predictions
59.979294,-40.00529,2,2,1,Correct Predictions
14.245691,-53.889866,3,3,1,Correct Predictions
36.941822,-91.87722,3,3,1,Correct Predictions
15.8110895,-51.115772,3,2,0,Incorrect Predictions
-26.961283,-84.27505,4,4,1,Correct Predictions
-45.46817,9.43768,1,1,1,Correct Predictions
-27.278929,26.677029,1,1,1,Correct Predictions
-35.39416,11.726441,1,1,1,Correct Predictions
-87.881485,5.4003677,4,4,1,Correct Predictions
-59.79482,-36.736076,4,4,1,Correct Predictions
70.67146,-20.214075,2,2,1,Correct Predictions
89.040405,42.458755,3,3,1,Correct Predictions
-46.252964,17.992022,1,1,1,Correct Predictions
56.456215,-6.690887,2,2,1,Correct Predictions
-9.709765,-19.54201,2,2,1,Correct Predictions
-85.43894,28.074379,1,1,1,Correct Predictions
12.556459,-70.49343,2,2,1,Correct Predictions
-33.191063,-74.831635,4,4,1,Correct Predictions
-3.4970806,82.45095,3,3,1,Correct Predictions
78.66695,-26.364574,2,2,1,Correct Predictions
-68.73519,-1.3338109,3,3,1,Correct Predictions
47.974915,-7.1427865,2,2,1,Correct Predictions
-33.161453,35.654533,1,1,1,Correct Predictions
-26.210552,45.003357,1,1,1,Correct Predictions
-5.2456293,66.165794,3,3,1,Correct Predictions
24.052404,-29.290007,2,2,1,Correct Predictions
-1.394363,-43.751,2,2,1,Correct Predictions
27.921494,-4.426311,3,3,1,Correct Predictions
85.861084,4.841352,2,2,1,Correct Predictions
-39.079136,48.6883,1,1,1,Correct Predictions
-3.6049082,-40.76979,2,1,0,Incorrect Predictions
65.26775,43.042816,3,3,1,Correct Predictions
15.096172,90.39904,3,3,1,Correct Predictions
-40.226757,-23.876987,4,4,1,Correct Predictions
44.606457,35.307823,3,3,1,Correct Predictions
-35.30362,40.116375,1,1,1,Correct Predictions
26.049995,76.86245,3,4,0,Incorrect Predictions
47.085007,-32.507153,2,2,1,Correct Predictions
51.359394,-54.55559,2,2,1,Correct Predictions
-52.7595,33.17561,1,1,1,Correct Predictions
18.61601,18.244404,2,2,1,Correct Predictions
95.87965,33.86767,3,3,1,Correct Predictions
69.02751,-34.83088,2,2,1,Correct Predictions
-99.51696,-19.50959,4,4,1,Correct Predictions
-74.29673,-20.120289,3,3,1,Correct Predictions
21.950817,-57.751995,2,2,1,Correct Predictions
53.774567,-16.055347,2,2,1,Correct Predictions
-58.1039,-59.380695,4,4,1,Correct Predictions
20.902182,-78.29574,2,2,1,Correct Predictions
82.75086,-41.07209,2,2,1,Correct Predictions
-49.235218,47.965847,1,1,1,Correct Predictions
-9.474576,41.974747,3,3,1,Correct Predictions
83.96291,-12.0680275,2,2,1,Correct Predictions
-36.58553,76.19208,3,1,0,Incorrect Predictions
-54.287827,-33.997177,4,4,1,Correct Predictions
40.485878,-78.87191,3,3,1,Correct Predictions
-41.64371,-72.90093,4,4,1,Correct Predictions
60.61718,-0.63715065,2,2,1,Correct Predictions
7.8127756,15.273186,3,3,1,Correct Predictions
-69.361305,28.281225,1,1,1,Correct Predictions
31.490932,-1.8024322,1,1,1,Correct Predictions
-43.917637,9.736028,1,1,1,Correct Predictions
-47.69938,-84.971596,4,4,1,Correct Predictions
-83.18075,21.548302,1,1,1,Correct Predictions
-46.11931,19.276392,1,1,1,Correct Predictions
77.34818,61.73437,3,3,1,Correct Predictions
69.79001,33.083065,2,2,1,Correct Predictions
38.340572,-7.450737,3,3,1,Correct Predictions
14.330777,-31.291311,2,2,1,Correct Predictions
17.189556,10.6433735,2,2,1,Correct Predictions
-17.87278,0.5481757,1,1,1,Correct Predictions
36.340366,-35.43347,2,2,1,Correct Predictions
29.362665,61.666138,3,3,1,Correct Predictions
26.653542,-88.02489,3,2,0,Incorrect Predictions
-22.125856,9.418625,1,1,1,Correct Predictions
-10.33378,-11.659447,2,3,0,Incorrect Predictions
10.70401,-63.727695,3,3,1,Correct Predictions
25.149843,25.05825,2,2,1,Correct Predictions
-26.640436,92.590744,3,3,1,Correct Predictions
76.76726,6.748883,2,2,1,Correct Predictions
-23.007038,-41.70856,4,4,1,Correct Predictions
-32.925724,67.93222,1,1,1,Correct Predictions
-53.661358,38.327744,1,1,1,Correct Predictions
-66.994026,-23.5247,3,3,1,Correct Predictions
-4.510724,-59.783134,2,4,0,Incorrect Predictions
-51.899567,-54.436184,4,4,1,Correct Predictions
-44.250854,-88.47482,4,4,1,Correct Predictions
77.27336,61.699234,3,3,1,Correct Predictions
77.02665,62.443924,3,3,1,Correct Predictions
1.8986115,-8.789154,3,3,1,Correct Predictions
-10.059496,61.292675,3,3,1,Correct Predictions
-7.0254016,-57.37155,4,4,1,Correct Predictions
16.41464,3.1117592,2,2,1,Correct Predictions
-33.837425,-55.879715,4,4,1,Correct Predictions
26.484657,66.46327,3,3,1,Correct Predictions
23.790134,36.63226,1,1,1,Correct Predictions
-46.801754,-74.66836,4,4,1,Correct Predictions
-37.224392,57.794445,1,1,1,Correct Predictions
58.610275,23.22375,2,2,1,Correct Predictions
-78.75295,39.56404,1,1,1,Correct Predictions
-36.484818,-91.45956,4,4,1,Correct Predictions
72.72068,-28.253433,2,2,1,Correct Predictions
-47.389748,-31.097906,4,4,1,Correct Predictions
31.365849,-52.711735,2,2,1,Correct Predictions
65.67148,76.624275,3,3,1,Correct Predictions
-88.6353,-10.426738,3,3,1,Correct Predictions
-9.541773,60.987164,3,3,1,Correct Predictions
63.744743,-40.467815,2,2,1,Correct Predictions
-9.517606,69.427185,4,4,1,Correct Predictions
58.122242,33.574135,3,3,1,Correct Predictions
-33.2897,-27.405544,4,4,1,Correct Predictions
-55.697857,-19.947119,1,1,1,Correct Predictions
47.769527,-65.5771,2,3,0,Incorrect Predictions
-13.375877,76.46539,3,3,1,Correct Predictions
35.86675,59.06434,3,3,1,Correct Predictions
14.564117,25.126345,3,3,1,Correct Predictions
6.4745836,-30.89264,2,2,1,Correct Predictions
13.076512,-91.69479,2,2,1,Correct Predictions
75.221176,-18.846521,2,2,1,Correct Predictions
53.47362,73.57747,3,3,1,Correct Predictions
38.24236,32.83521,3,2,0,Incorrect Predictions
-78.27467,32.558594,1,1,1,Correct Predictions
56.823277,-14.539208,2,2,1,Correct Predictions
10.550781,69.599976,3,3,1,Correct Predictions
-60.63624,-50.95038,4,4,1,Correct Predictions
23.017021,-87.99613,3,3,1,Correct Predictions
4.3039184,50.18129,2,2,1,Correct Predictions
75.1218,44.06031,3,3,1,Correct Predictions
-91.86598,-5.7440343,3,3,1,Correct Predictions
-64.77364,-76.09189,4,4,1,Correct Predictions
39.19166,-36.78601,2,2,1,Correct Predictions
-20.267916,90.889114,3,3,1,Correct Predictions
32.9722,75.73688,3,3,1,Correct Predictions
25.720171,83.25772,3,3,1,Correct Predictions
-3.050487,-77.41544,4,4,1,Correct Predictions
-5.3006105,34.55781,3,3,1,Correct Predictions
-31.522808,61.701557,1,1,1,Correct Predictions
-32.723434,67.94489,1,1,1,Correct Predictions
17.072433,10.303585,2,2,1,Correct Predictions
-27.255249,-5.2344885,3,3,1,Correct Predictions
-8.884922,42.238632,3,3,1,Correct Predictions
19.365177,89.36405,3,3,1,Correct Predictions
-41.423084,10.888006,1,1,1,Correct Predictions
10.031247,38.212387,3,3,1,Correct Predictions
-35.899273,29.932226,1,1,1,Correct Predictions
-48.03029,59.6661,1,1,1,Correct Predictions
47.866417,-1.4266529,2,2,1,Correct Predictions
25.470053,-9.6674595,3,3,1,Correct Predictions
17.90547,-27.208042,3,3,1,Correct Predictions
9.91743,-39.524933,2,2,1,Correct Predictions
71.509476,-17.303709,2,2,1,Correct Predictions
-64.890755,-31.527256,4,4,1,Correct Predictions
-0.26278836,-76.872894,4,4,1,Correct Predictions
4.7315226,-50.555473,2,2,1,Correct Predictions
37.476524,-18.149944,3,2,0,Incorrect Predictions
-42.044228,30.509613,1,1,1,Correct Predictions
-50.420353,79.70674,1,1,1,Correct Predictions
0.31702626,-79.88484,4,4,1,Correct Predictions
-61.186012,-25.34793,3,3,1,Correct Predictions
78.71382,-17.381771,2,2,1,Correct Predictions
-30.18565,7.419829,1,1,1,Correct Predictions
-91.79847,-7.9169626,3,3,1,Correct Predictions
-40.802074,-84.10686,4,4,1,Correct Predictions
41.690063,-8.775933,2,2,1,Correct Predictions
6.450098,-1.8291013,3,3,1,Correct Predictions
22.82959,72.64695,3,3,1,Correct Predictions
-100.62945,-18.45862,4,4,1,Correct Predictions
59.874428,3.129353,2,2,1,Correct Predictions
0.53623843,-4.2930813,3,3,1,Correct Predictions
30.309893,-22.51364,3,3,1,Correct Predictions
-50.5208,-3.2735207,3,2,0,Incorrect Predictions
-32.65358,7.9104524,1,1,1,Correct Predictions
-35.517845,-49.7885,4,4,1,Correct Predictions
53.91856,-11.257097,2,2,1,Correct Predictions
-26.02888,-60.48041,4,4,1,Correct Predictions
60.42112,-26.841612,2,2,1,Correct Predictions
-21.320534,43.11105,1,1,1,Correct Predictions
45.885,-66.871346,2,2,1,Correct Predictions
71.61892,-31.81891,2,2,1,Correct Predictions
-31.768887,-40.590553,4,4,1,Correct Predictions
-46.920464,-36.957516,4,4,1,Correct Predictions
63.923462,-59.738644,2,2,1,Correct Predictions
7.2676563,-58.098465,3,3,1,Correct Predictions
-23.403624,53.515625,1,1,1,Correct Predictions
48.777252,70.87255,3,3,1,Correct Predictions
1.9575752,-23.004065,2,2,1,Correct Predictions
-34.56729,51.800888,1,1,1,Correct Predictions
-13.492025,-91.4881,4,4,1,Correct Predictions
-0.6891307,-29.639875,2,2,1,Correct Predictions
6.5117126,13.245039,3,2,0,Incorrect Predictions
82.44683,31.833391,3,3,1,Correct Predictions
-19.47749,57.728455,3,3,1,Correct Predictions
-54.852524,16.319244,1,1,1,Correct Predictions
-38.81902,-54.43677,4,4,1,Correct Predictions
47.907913,-20.697992,2,2,1,Correct Predictions
56.651463,77.92238,3,3,1,Correct Predictions
6.8323936,45.35944,2,2,1,Correct Predictions
-15.871107,-91.32458,4,4,1,Correct Predictions
-18.93501,-21.274277,2,2,1,Correct Predictions
44.866444,-60.847477,2,2,1,Correct Predictions
-10.449556,-88.24795,4,4,1,Correct Predictions
27.74096,65.53754,3,3,1,Correct Predictions
70.87043,61.979774,3,3,1,Correct Predictions
44.951645,20.887625,3,3,1,Correct Predictions
-55.946568,-20.259987,1,1,1,Correct Predictions
-43.915245,37.16603,1,1,1,Correct Predictions
-41.695126,-92.083534,4,4,1,Correct Predictions
-13.504609,-73.97155,4,4,1,Correct Predictions
-10.032385,-38.690693,4,2,0,Incorrect Predictions
-74.61318,-63.422573,4,4,1,Correct Predictions
1.9057784,-8.738684,3,3,1,Correct Predictions
18.152319,89.18157,3,3,1,Correct Predictions
-74.35552,-9.309874,3,3,1,Correct Predictions
74.46277,29.456654,2,2,1,Correct Predictions
-62.135258,-53.67677,4,4,1,Correct Predictions
25.753822,13.658117,3,3,1,Correct Predictions
31.746567,-64.52097,2,2,1,Correct Predictions
-75.60802,-59.981426,4,4,1,Correct Predictions
